iter	Passed	Remaining
1673	7606	15113
1674	7610	15108
1675	7615	15102
1676	7619	15098
1677	7624	15093
1678	7628	15089
1679	7633	15084
1680	7637	15079
1681	7642	15076
1682	7647	15072
1683	7652	15067
1684	7656	15063
1685	7661	15058
1686	7665	15054
1687	7669	15049
1688	7674	15044
1689	7679	15040
1690	7683	15035
1691	7688	15030
1692	7692	15026
1693	7696	15021
1694	7700	15015
1695	7705	15010
1696	7709	15005
1697	7713	14999
1698	7718	14996
1699	7724	14993
1700	7728	14989
1701	7733	14985
1702	7738	14981
1703	7741	14974
1704	7746	14971
1705	7751	14966
1706	7756	14962
1707	7760	14958
1708	7765	14954
1709	7770	14949
1710	7775	14946
1711	7779	14940
1712	7783	14935
1713	7787	14929
1714	7792	14927
1715	7800	14927
1716	7804	14922
1717	7810	14920
1718	7814	14914
1719	7818	14910
1720	7823	14906
1721	7827	14900
1722	7832	14896
1723	7836	14890
1724	7841	14887
1725	7847	14885
1726	7851	14879
1727	7855	14874
1728	7859	14869
1729	7863	14863
1730	7868	14859
1731	7872	14854
1732	7877	14850
1733	7884	14849
1734	7889	14846
1735	7896	14847
1736	7901	14842
1737	7905	14837
1738	7910	14834
1739	7915	14829
1740	7919	14825
1741	7925	14822
1742	7931	14820
1743	7939	14823
1744	7946	14822
1745	7950	14818
1746	7955	14814
1747	7959	14808
1748	7966	14808
1749	7973	14808
1750	7978	14803
1751	7982	14798
1752	7987	14795
1753	7991	14789
1754	7995	14783
1755	8000	14779
1756	8004	14773
1757	8008	14769
1758	8013	14764
1759	8017	14759
1760	8022	14756
1761	8027	14751
1762	8031	14747
1763	8037	14744
1764	8041	14739
1765	8046	14734
1766	8050	14729
1767	8054	14724
1768	8059	14720
1769	8064	14716
1770	8068	14711
1771	8074	14709
1772	8079	14705
1773	8083	14699
1774	8089	14698
1775	8094	14693
1776	8099	14689
1777	8104	14686
1778	8112	14688
1779	8116	14683
1780	8121	14679
1781	8127	14677
1782	8131	14671
1783	8137	14668
1784	8142	14666
1785	8147	14661
1786	8151	14656
1787	8156	14651
1788	8160	14647
1789	8166	14644
1790	8170	14639
1791	8175	14635
1792	8180	14631
1793	8184	14626
1794	8189	14621
1795	8193	14616
1796	8197	14612
1797	8202	14606
1798	8206	14601
1799	8210	14597
1800	8216	14593
1801	8220	14589
1802	8226	14586
1803	8230	14580
1804	8234	14575
1805	8239	14572
1806	8244	14567
1807	8248	14563
1808	8252	14557
1809	8257	14553
1810	8262	14549
1811	8267	14546
1812	8272	14541
1813	8276	14536
1814	8281	14532
1815	8285	14527
1816	8289	14522
1817	8295	14519
1818	8299	14514
1819	8304	14509
1820	8311	14510
1821	8317	14508
1822	8322	14504
1823	8330	14504
1824	8336	14503
1825	8341	14500
1826	8348	14498
1827	8352	14493
1828	8359	14492
1829	8364	14488
1830	8368	14483
1831	8373	14480
1832	8378	14475
1833	8383	14471
1834	8388	14468
1835	8393	14464
1836	8398	14460
1837	8403	14457
1838	8407	14452
1839	8412	14448
1840	8417	14443
1841	8422	14439
1842	8427	14435
1843	8433	14434
1844	8439	14431
1845	8443	14426
1846	8449	14424
1847	8454	14419
1848	8458	14415
1849	8464	14413
1850	8470	14410
1851	8474	14404
1852	8481	14403
1853	8487	14402
1854	8492	14398
1855	8497	14394
1856	8504	14393
1857	8509	14390
1858	8515	14388
1859	8520	14383
1860	8526	14382
1861	8532	14378
1862	8536	14374
1863	8541	14370
1864	8546	14366
1865	8550	14361
1866	8555	14357
1867	8560	14352
1868	8564	14348
1869	8570	14344
1870	8577	14344
1871	8582	14340
1872	8587	14336
1873	8593	14334
1874	8598	14330
1875	8603	14327
1876	8608	14323
1877	8615	14322
1878	8619	14317
1879	8625	14314
1880	8629	14309
1881	8633	14303
1882	8638	14299
1883	8643	14295
1884	8648	14291
1885	8652	14286
1886	8657	14281
1887	8662	14277
1888	8667	14273
1889	8671	14268
1890	8676	14264
1891	8680	14259
1892	8685	14255
1893	8689	14250
1894	8694	14245
1895	8698	14240
1896	8702	14235
1897	8708	14233
1898	8714	14230
1899	8719	14227
1900	8725	14224
1901	8732	14223
1902	8738	14221
1903	8744	14218
1904	8749	14215
1905	8754	14211
1906	8759	14206
1907	8763	14202
1908	8768	14197
1909	8773	14194
1910	8779	14192
1911	8784	14187
1912	8791	14186
1913	8797	14184
1914	8802	14180
1915	8807	14176
1916	8813	14173
1917	8818	14169
1918	8823	14166
1919	8828	14161
1920	8832	14156
1921	8837	14152
1922	8842	14148
1923	8845	14142
1924	8850	14138
1925	8855	14133
1926	8859	14128
1927	8864	14123
1928	8868	14118
1929	8872	14113
1930	8877	14108
1931	8882	14104
1932	8887	14101
1933	8891	14096
1934	8896	14092
1935	8901	14087
1936	8906	14083
1937	8911	14080
1938	8917	14076
1939	8920	14071
1940	8926	14067
1941	8930	14063
1942	8936	14060
1943	8942	14058
1944	8948	14055
1945	8953	14050
1946	8958	14047
1947	8964	14044
1948	8969	14041
1949	8975	14038
1950	8980	14034
1951	8984	14029
1952	8989	14025
1953	8995	14021
1954	8999	14017
1955	9003	14012
1956	9009	14009
1957	9013	14003
1958	9018	13999
1959	9024	13996
1960	9028	13991
1961	9032	13986
1962	9037	13981
1963	9041	13977
1964	9046	13972
1965	9051	13968
1966	9057	13965
1967	9064	13965
1968	9070	13962
1969	9074	13957
1970	9080	13954
1971	9085	13951
1972	9090	13946
1973	9096	13943
1974	9100	13939
1975	9106	13936
1976	9111	13932
1977	9116	13928
1978	9122	13925
1979	9127	13921
1980	9132	13917
1981	9138	13915
1982	9145	13914
1983	9150	13910
1984	9156	13907
1985	9161	13904
1986	9169	13904
1987	9175	13901
1988	9181	13899
1989	9185	13894
1990	9191	13890
1991	9195	13885
1992	9200	13882
1993	9206	13878
1994	9210	13874
1995	9215	13868
1996	9221	13866
1997	9225	13861
1998	9230	13856
1999	9235	13853
2000	9240	13848
2001	9244	13844
2002	9249	13839
2003	9253	13834
2004	9258	13829
2005	9262	13824
2006	9266	13819
2007	9270	13813
2008	9275	13808
2009	9279	13803
2010	9283	13798
2011	9289	13795
2012	9295	13792
2013	9299	13787
2014	9304	13783
2015	9308	13778
2016	9313	13774
2017	9318	13769
2018	9322	13763
2019	9326	13759
2020	9331	13754
2021	9335	13750
2022	9340	13745
2023	9344	13739
2024	9349	13735
2025	9353	13730
2026	9358	13725
2027	9385	13753
2028	9390	13749
2029	9394	13744
2030	9399	13739
2031	9403	13734
2032	9407	13730
2033	9412	13725
2034	9416	13719
2035	9422	13716
2036	9426	13711
2037	9430	13706
2038	9436	13702
2039	9440	13697
2040	9444	13692
2041	9448	13686
2042	9453	13682
2043	9457	13676
2044	9461	13671
2045	9465	13666
2046	9470	13661
2047	9474	13656
2048	9479	13651
2049	9483	13646
2050	9487	13640
2051	9491	13635
2052	9497	13632
2053	9501	13627
2054	9506	13623
2055	9510	13618
2056	9515	13613
2057	9518	13607
2058	9522	13602
2059	9526	13596
2060	9530	13591
2061	9534	13585
2062	9538	13580
2063	9543	13575
2064	9547	13569
2065	9553	13566
2066	9557	13562
2067	9561	13556
2068	9566	13551
2069	9570	13546
2070	9574	13540
2071	9578	13535
2072	9583	13530
2073	9587	13526
2074	9591	13520
2075	9595	13514
2076	9599	13509
2077	9604	13504
2078	9608	13499
2079	9612	13494
2080	9616	13488
2081	9621	13484
2082	9625	13479
2083	9629	13473
2084	9633	13468
2085	9637	13463
2086	9641	13457
2087	9645	13451
2088	9649	13446
2089	9653	13440
2090	9657	13435
2091	9661	13430
2092	9665	13424
2093	9669	13418
2094	9674	13414
2095	9678	13409
2096	9682	13404
2097	9688	13400
2098	9691	13394
2099	9696	13389
2100	9700	13384
2101	9705	13380
2102	9709	13375
2103	9713	13370
2104	9717	13365
2105	9722	13359
2106	9726	13354
2107	9729	13348
2108	9734	13343
2109	9737	13337
2110	9742	13333
2111	9746	13327
2112	9750	13322
2113	9754	13316
2114	9758	13311
2115	9762	13305
2116	9766	13300
2117	9771	13295
2118	9775	13290
2119	9780	13286
2120	9783	13280
2121	9788	13275
2122	9792	13270
2123	9797	13265
2124	9801	13260
2125	9805	13255
2126	9809	13250
2127	9813	13245
2128	9818	13240
2129	9822	13234
2130	9826	13230
2131	9830	13224
2132	9835	13219
2133	9838	13213
2134	9843	13208
2135	9846	13202
2136	9851	13198
2137	9855	13192
2138	9859	13187
2139	9863	13181
2140	9867	13176
2141	9871	13170
2142	9875	13165
2143	9880	13161
2144	9884	13156
2145	9889	13152
2146	9894	13148
2147	9898	13143
2148	9905	13141
2149	9910	13137
2150	9914	13132
2151	9919	13128
2152	9924	13123
2153	9928	13117
2154	9932	13112
2155	9936	13107
2156	9941	13103
2157	9945	13098
2158	9950	13093
2159	9954	13088
2160	9958	13083
2161	9963	13078
2162	9967	13073
2163	9972	13068
2164	9976	13063
2165	9980	13058
2166	9985	13054
2167	9989	13049
2168	9995	13045
2169	9999	13040
2170	10003	13036
2171	10007	13030
2172	10011	13024
2173	10015	13019
2174	10019	13013
2175	10023	13008
2176	10027	13002
2177	10031	12997
2178	10035	12992
2179	10039	12986
2180	10042	12980
2181	10046	12975
2182	10050	12969
2183	10054	12964
2184	10058	12958
2185	10062	12953
2186	10066	12947
2187	10070	12943
2188	10074	12937
2189	10079	12932
2190	10084	12928
2191	10088	12923
2192	10092	12918
2193	10096	12913
2194	10101	12908
2195	10105	12903
2196	10109	12898
2197	10113	12893
2198	10118	12888
2199	10122	12882
2200	10126	12877
2201	10130	12872
2202	10134	12867
2203	10139	12862
2204	10142	12856
2205	10147	12852
2206	10151	12846
2207	10155	12842
2208	10159	12836
2209	10163	12830
2210	10167	12825
2211	10171	12819
2212	10174	12814
2213	10179	12809
2214	10183	12804
2215	10188	12799
2216	10192	12794
2217	10196	12789
2218	10200	12784
2219	10204	12778
2220	10209	12773
2221	10213	12768
2222	10217	12763
2223	10221	12757
2224	10225	12752
2225	10229	12747
2226	10233	12741
2227	10237	12737
2228	10241	12731
2229	10245	12726
2230	10249	12720
2231	10253	12716
2232	10257	12710
2233	10262	12705
2234	10266	12701
2235	10270	12695
2236	10274	12690
2237	10279	12686
2238	10284	12681
2239	10288	12676
2240	10292	12671
2241	10298	12668
2242	10302	12662
2243	10307	12659
2244	10311	12654
2245	10315	12649
2246	10320	12644
2247	10324	12639
2248	10328	12634
2249	10332	12628
2250	10337	12624
2251	10340	12618
2252	10345	12613
2253	10348	12607
2254	10352	12602
2255	10356	12596
2256	10360	12591
2257	10364	12585
2258	10368	12580
2259	10371	12574
2260	10376	12569
2261	10380	12564
2262	10384	12559
2263	10388	12554
2264	10393	12549
2265	10397	12544
2266	10400	12538
2267	10405	12533
2268	10409	12528
2269	10412	12522
2270	10416	12517
2271	10421	12513
2272	10425	12507
2273	10429	12503
2274	10434	12498
2275	10438	12492
2276	10442	12487
2277	10446	12482
2278	10450	12477
2279	10454	12472
2280	10459	12467
2281	10462	12462
2282	10469	12459
2283	10474	12455
2284	10479	12451
2285	10484	12447
2286	10488	12442
2287	10493	12437
2288	10497	12433
2289	10501	12427
2290	10506	12423
2291	10510	12417
2292	10514	12412
2293	10517	12406
2294	10521	12401
2295	10525	12396
2296	10529	12390
2297	10533	12384
2298	10537	12379
2299	10541	12374
2300	10545	12369
2301	10548	12363
2302	10553	12358
2303	10557	12353
2304	10561	12347
2305	10564	12342
2306	10568	12337
2307	10572	12331
2308	10576	12326
2309	10580	12320
2310	10583	12314
2311	10587	12309
2312	10591	12304
2313	10595	12299
2314	10599	12293
2315	10603	12288
2316	10607	12282
2317	10611	12277
2318	10614	12271
2319	10618	12266
2320	10622	12261
2321	10627	12256
2322	10630	12250
2323	10635	12246
2324	10638	12240
2325	10643	12236
2326	10649	12232
2327	10654	12228
2328	10659	12224
2329	10665	12221
2330	10669	12216
2331	10674	12212
2332	10678	12206
2333	10685	12205
2334	10691	12201
2335	10694	12196
2336	10699	12192
2337	10704	12188
2338	10708	12182
2339	10713	12179
2340	10717	12173
2341	10722	12168
2342	10725	12163
2343	10730	12159
2344	10735	12154
2345	10739	12149
2346	10744	12144
2347	10748	12139
2348	10752	12134
2349	10755	12128
2350	10760	12124
2351	10764	12119
2352	10769	12114
2353	10773	12109
2354	10777	12104
2355	10780	12098
2356	10784	12093
2357	10788	12088
2358	10792	12082
2359	10796	12077
2360	10800	12072
2361	10803	12066
2362	10808	12061
2363	10812	12057
2364	10816	12051
2365	10820	12046
2366	10825	12042
2367	10830	12038
2368	10835	12033
2369	10839	12028
2370	10844	12024
2371	10848	12018
2372	10852	12014
2373	10855	12008
2374	10860	12003
2375	10863	11997
2376	10867	11992
2377	10871	11987
2378	10876	11982
2379	10880	11977
2380	10884	11972
2381	10888	11967
2382	10892	11961
2383	10895	11956
2384	10899	11950
2385	10903	11945
2386	10907	11940
2387	10911	11934
2388	10915	11929
2389	10919	11924
2390	10923	11919
2391	10928	11915
2392	10932	11910
2393	10936	11905
2394	10940	11900
2395	10944	11894
2396	10948	11889
2397	10952	11884
2398	10956	11879
2399	10960	11874
2400	10965	11869
2401	10969	11864
2402	10973	11859
2403	10977	11853
2404	10981	11848
2405	10984	11843
2406	10988	11838
2407	10992	11832
2408	10997	11828
2409	11001	11823
2410	11006	11818
2411	11010	11813
2412	11014	11809
2413	11019	11804
2414	11023	11800
2415	11030	11797
2416	11035	11793
2417	11039	11788
2418	11044	11784
2419	11048	11778
2420	11052	11773
2421	11056	11769
2422	11060	11763
2423	11064	11758
2424	11068	11752
2425	11073	11749
2426	11077	11744
2427	11083	11740
2428	11088	11736
2429	11091	11730
2430	11096	11725
2431	11099	11720
2432	11104	11715
2433	11108	11710
2434	11112	11706
2435	11116	11700
2436	11121	11696
2437	11125	11691
2438	11129	11686
2439	11134	11682
2440	11138	11677
2441	11143	11672
2442	11147	11667
2443	11151	11662
2444	11155	11657
2445	11159	11652
2446	11163	11647
2447	11168	11642
2448	11172	11638
2449	11176	11632
2450	11181	11628
2451	11185	11623
2452	11189	11618
2453	11193	11613
2454	11197	11608
2455	11202	11604
2456	11206	11598
2457	11211	11595
2458	11216	11590
2459	11220	11585
2460	11225	11580
2461	11230	11576
2462	11234	11572
2463	11238	11567
2464	11242	11561
2465	11246	11556
2466	11251	11552
2467	11254	11546
2468	11258	11541
2469	11263	11536
2470	11267	11531
2471	11271	11527
2472	11275	11521
2473	11279	11516
2474	11283	11511
2475	11288	11507
2476	11293	11503
2477	11298	11498
2478	11302	11493
2479	11306	11488
2480	11311	11484
2481	11316	11480
2482	11320	11475
2483	11325	11471
2484	11329	11466
2485	11334	11462
2486	11339	11458
2487	11343	11453
2488	11348	11448
2489	11352	11443
2490	11357	11439
2491	11361	11434
2492	11365	11429
2493	11371	11425
2494	11375	11420
2495	11379	11416
2496	11383	11411
2497	11389	11407
2498	11393	11402
2499	11397	11397
2500	11402	11392
2501	11406	11388
2502	11411	11383
2503	11416	11380
2504	11421	11376
2505	11425	11371
2506	11431	11367
2507	11435	11362
2508	11440	11358
2509	11445	11354
2510	11450	11349
2511	11456	11346
2512	11461	11343
2513	11466	11338
2514	11471	11334
2515	11475	11329
2516	11480	11325
2517	11485	11320
2518	11489	11316
2519	11494	11311
2520	11499	11307
2521	11503	11303
2522	11508	11298
2523	11512	11294
2524	11517	11289
2525	11522	11285
2526	11526	11280
2527	11531	11276
2528	11535	11271
2529	11540	11266
2530	11544	11261
2531	11548	11256
2532	11553	11252
2533	11557	11247
2534	11561	11242
2535	11566	11237
2536	11570	11233
2537	11575	11229
2538	11579	11223
2539	11584	11219
2540	11589	11215
2541	11594	11211
2542	11600	11208
2543	11607	11205
2544	11610	11200
2545	11616	11196
2546	11620	11191
2547	11624	11186
2548	11628	11181
2549	11632	11176
2550	11636	11171
2551	11640	11166
2552	11646	11162
2553	11650	11157
2554	11656	11154
2555	11661	11150
2556	11667	11147
2557	11672	11142
2558	11677	11139
2559	11682	11135
2560	11687	11130
2561	11692	11127
2562	11697	11122
2563	11701	11117
2564	11706	11113
2565	11710	11108
2566	11715	11104
2567	11720	11100
2568	11724	11094
2569	11728	11089
2570	11732	11084
2571	11737	11079
2572	11741	11074
2573	11745	11070
2574	11749	11065
2575	11754	11060
2576	11758	11055
2577	11762	11050
2578	11766	11045
2579	11770	11040
2580	11774	11035
2581	11778	11030
2582	11783	11026
2583	11787	11021
2584	11791	11016
2585	11796	11011
2586	11800	11006
2587	11804	11002
2588	11809	10997
2589	11813	10992
2590	11816	10986
2591	11821	10982
2592	11824	10976
2593	11829	10971
2594	11833	10966
2595	11838	10962
2596	11842	10958
2597	11846	10953
2598	11851	10948
2599	11855	10943
2600	11859	10938
2601	11863	10933
2602	11868	10928
2603	11872	10923
2604	11876	10919
2605	11881	10914
2606	11885	10910
2607	11892	10907
2608	11897	10903
2609	11901	10898
2610	11906	10894
2611	11911	10889
2612	11916	10885
2613	11921	10881
2614	11925	10876
2615	11929	10871
2616	11933	10866
2617	11938	10861
2618	11942	10856
2619	11946	10852
2620	11950	10847
2621	11954	10842
2622	11959	10837
2623	11963	10832
2624	11968	10828
2625	11972	10823
2626	11977	10819
2627	11982	10814
2628	11986	10810
2629	11991	10805
2630	11995	10800
2631	11999	10795
2632	12003	10791
2633	12007	10785
2634	12012	10781
2635	12016	10776
2636	12021	10772
2637	12026	10768
2638	12030	10763
2639	12035	10758
2640	12039	10753
2641	12044	10749
2642	12048	10744
2643	12052	10739
2644	12057	10735
2645	12060	10729
2646	12065	10725
2647	12069	10720
2648	12074	10716
2649	12078	10711
2650	12083	10706
2651	12087	10701
2652	12091	10697
2653	12096	10692
2654	12100	10687
2655	12105	10683
2656	12109	10678
2657	12113	10673
2658	12118	10669
2659	12122	10663
2660	12127	10659
2661	12131	10654
2662	12136	10650
2663	12140	10645
2664	12145	10641
2665	12149	10636
2666	12153	10631
2667	12158	10627
2668	12162	10622
2669	12166	10617
2670	12171	10613
2671	12176	10608
2672	12181	10604
2673	12187	10600
2674	12191	10596
2675	12196	10592
2676	12201	10587
2677	12205	10583
2678	12210	10578
2679	12214	10573
2680	12220	10570
2681	12224	10565
2682	12228	10560
2683	12233	10555
2684	12237	10551
2685	12242	10547
2686	12247	10543
2687	12252	10538
2688	12257	10534
2689	12261	10529
2690	12266	10524
2691	12269	10519
2692	12274	10514
2693	12278	10509
2694	12282	10505
2695	12288	10501
2696	12292	10496
2697	12296	10491
2698	12302	10488
2699	12307	10484
2700	12313	10481
2701	12318	10476
2702	12322	10472
2703	12327	10467
2704	12331	10462
2705	12335	10457
2706	12339	10452
2707	12343	10447
2708	12348	10443
2709	12354	10439
2710	12358	10434
2711	12363	10430
2712	12368	10426
2713	12373	10421
2714	12379	10418
2715	12384	10414
2716	12390	10411
2717	12396	10407
2718	12400	10402
2719	12405	10398
2720	12409	10394
2721	12413	10388
2722	12417	10383
2723	12422	10379
2724	12426	10374
2725	12430	10369
2726	12434	10364
2727	12439	10360
2728	12443	10355
2729	12448	10350
2730	12452	10345
2731	12456	10341
2732	12460	10336
2733	12464	10331
2734	12469	10326
2735	12474	10322
2736	12478	10317
2737	12484	10314
2738	12490	10310
2739	12495	10306
2740	12499	10301
2741	12503	10296
2742	12508	10292
2743	12512	10287
2744	12516	10282
2745	12522	10278
2746	12526	10273
2747	12531	10269
2748	12534	10264
2749	12539	10259
2750	12546	10257
2751	12552	10254
2752	12559	10250
2753	12563	10245
2754	12568	10242
2755	12575	10239
2756	12584	10238
2757	12594	10237
2758	12606	10239
2759	12624	10245
2760	12634	10245
2761	12640	10242
2762	12646	10238
2763	12651	10234
2764	12657	10231
2765	12662	10226
2766	12667	10223
2767	12672	10218
2768	12677	10213
2769	12682	10209
2770	12687	10205
2771	12691	10201
2772	12696	10196
2773	12700	10191
2774	12705	10187
2775	12710	10183
2776	12714	10178
2777	12719	10173
2778	12724	10169
2779	12731	10167
2780	12737	10163
2781	12742	10159
2782	12746	10154
2783	12752	10150
2784	12757	10146
2785	12763	10142
2786	12767	10137
2787	12771	10133
2788	12776	10128
2789	12782	10124
2790	12786	10119
2791	12790	10115
2792	12794	10110
2793	12798	10105
2794	12803	10100
2795	12807	10095
2796	12811	10090
2797	12815	10085
2798	12819	10080
2799	12823	10075
2800	12827	10070
2801	12830	10064
2802	12834	10060
2803	12838	10054
2804	12842	10050
2805	12846	10044
2806	12850	10039
2807	12854	10034
2808	12858	10029
2809	12862	10024
2810	12866	10019
2811	12870	10014
2812	12874	10009
2813	12878	10004
2814	12882	9999
2815	12886	9994
2816	12891	9989
2817	12895	9984
2818	12899	9979
2819	12902	9974
2820	12906	9969
2821	12910	9964
2822	12914	9958
2823	12918	9953
2824	12922	9948
2825	12927	9944
2826	12930	9939
2827	12934	9934
2828	12938	9929
2829	12944	9925
2830	12949	9921
2831	12953	9916
2832	12958	9912
2833	12962	9906
2834	12966	9901
2835	12971	9897
2836	12975	9893
2837	12980	9888
2838	12984	9883
2839	12988	9878
2840	12992	9873
2841	12996	9868
2842	13000	9863
2843	13005	9859
2844	13009	9854
2845	13013	9849
2846	13018	9844
2847	13021	9839
2848	13025	9834
2849	13029	9829
2850	13033	9824
2851	13037	9819
2852	13041	9814
2853	13045	9809
2854	13050	9804
2855	13054	9799
2856	13059	9795
2857	13063	9790
2858	13067	9785
2859	13071	9781
2860	13075	9776
2861	13079	9771
2862	13083	9766
2863	13088	9761
2864	13092	9756
2865	13096	9751
2866	13100	9746
2867	13105	9742
2868	13109	9737
2869	13114	9733
2870	13119	9728
2871	13122	9723
2872	13127	9718
2873	13133	9715
2874	13137	9710
2875	13143	9706
2876	13148	9702
2877	13152	9697
2878	13157	9693
2879	13162	9689
2880	13166	9684
2881	13171	9679
2882	13175	9674
2883	13179	9669
2884	13182	9664
2885	13187	9660
2886	13191	9655
2887	13196	9650
2888	13200	9645
2889	13205	9641
2890	13210	9637
2891	13214	9632
2892	13219	9627
2893	13222	9622
2894	13227	9617
2895	13231	9613
2896	13235	9608
2897	13241	9604
2898	13245	9599
2899	13249	9594
2900	13253	9589
2901	13258	9584
2902	13262	9580
2903	13266	9575
2904	13270	9570
2905	13274	9565
2906	13278	9560
2907	13282	9555
2908	13286	9550
2909	13291	9545
2910	13294	9540
2911	13299	9535
2912	13303	9531
2913	13307	9526
2914	13311	9521
2915	13316	9516
2916	13319	9511
2917	13324	9507
2918	13328	9502
2919	13333	9497
2920	13337	9492
2921	13341	9487
2922	13345	9482
2923	13348	9477
2924	13353	9472
2925	13357	9467
2926	13361	9462
2927	13365	9458
2928	13369	9453
2929	13373	9448
2930	13378	9443
2931	13381	9438
2932	13385	9433
2933	13389	9428
2934	13393	9423
2935	13397	9418
2936	13402	9413
2937	13406	9409
2938	13410	9403
2939	13414	9399
2940	13418	9394
2941	13422	9389
2942	13426	9384
2943	13430	9379
2944	13434	9374
2945	13438	9369
2946	13442	9364
2947	13446	9359
2948	13450	9354
2949	13454	9349
2950	13457	9344
2951	13462	9339
2952	13466	9334
2953	13470	9329
2954	13474	9324
2955	13479	9320
2956	13483	9315
2957	13487	9310
2958	13492	9306
2959	13496	9301
2960	13501	9297
2961	13508	9294
2962	13512	9289
2963	13517	9285
2964	13521	9280
2965	13525	9275
2966	13529	9270
2967	13533	9265
2968	13538	9260
2969	13542	9256
2970	13546	9251
2971	13552	9247
2972	13556	9242
2973	13561	9238
2974	13567	9234
2975	13572	9230
2976	13576	9226
2977	13581	9221
2978	13586	9217
2979	13591	9213
2980	13596	9208
2981	13603	9205
2982	13610	9202
2983	13616	9199
2984	13621	9195
2985	13627	9191
2986	13633	9187
2987	13638	9183
2988	13642	9178
2989	13647	9174
2990	13652	9170
2991	13656	9165
2992	13662	9161
2993	13668	9157
2994	13673	9153
2995	13678	9149
2996	13685	9146
2997	13690	9142
2998	13695	9138
2999	13700	9133
3000	13705	9129
3001	13709	9124
3002	13714	9120
3003	13720	9116
3004	13724	9111
3005	13730	9108
3006	13738	9105
3007	13744	9102
3008	13749	9097
3009	13754	9093
3010	13760	9089
3011	13764	9085
3012	13769	9080
3013	13775	9077
3014	13782	9073
3015	13787	9069
3016	13792	9065
3017	13797	9061
3018	13803	9057
3019	13809	9053
3020	13815	9049
3021	13821	9046
3022	13828	9043
3023	13835	9040
3024	13839	9035
3025	13844	9031
3026	13849	9026
3027	13854	9022
3028	13860	9019
3029	13868	9016
3030	13874	9013
3031	13879	9008
3032	13884	9004
3033	13889	9000
3034	13896	8997
3035	13902	8993
3036	13907	8989
3037	13912	8985
3038	13920	8982
3039	13927	8979
3040	13934	8976
3041	13940	8972
3042	13944	8967
3043	13950	8964
3044	13957	8961
3045	13965	8958
3046	13971	8955
3047	13976	8950
3048	13981	8946
3049	13988	8943
3050	13993	8938
3051	13997	8934
3052	14005	8931
3053	14012	8928
3054	14021	8926
3055	14028	8923
3056	14034	8920
3057	14040	8916
3058	14047	8913
3059	14051	8908
3060	14056	8904
3061	14063	8901
3062	14070	8897
3063	14076	8894
3064	14081	8889
3065	14087	8886
3066	14094	8883
3067	14098	8878
3068	14102	8873
3069	14118	8875
3070	14124	8872
3071	14132	8869
3072	14136	8864
3073	14141	8860
3074	14147	8856
3075	14152	8852
3076	14157	8847
3077	14162	8843
3078	14167	8839
3079	14171	8834
3080	14178	8831
3081	14182	8826
3082	14187	8821
3083	14192	8817
3084	14195	8812
3085	14201	8808
3086	14206	8803
3087	14210	8798
3088	14217	8795
3089	14222	8791
3090	14226	8786
3091	14232	8782
3092	14237	8778
3093	14241	8773
3094	14247	8769
3095	14253	8765
3096	14260	8762
3097	14267	8759
3098	14271	8754
3099	14276	8749
3100	14280	8745
3101	14284	8740
3102	14289	8736
3103	14293	8731
3104	14299	8726
3105	14303	8722
3106	14307	8717
3107	14311	8712
3108	14315	8707
3109	14319	8702
3110	14323	8697
3111	14327	8692
3112	14332	8688
3113	14337	8683
3114	14342	8678
3115	14345	8673
3116	14350	8669
3117	14354	8664
3118	14360	8660
3119	14364	8655
3120	14368	8650
3121	14374	8646
3122	14378	8641
3123	14384	8638
3124	14391	8634
3125	14397	8631
3126	14403	8627
3127	14406	8622
3128	14411	8617
3129	14415	8612
3130	14420	8607
3131	14425	8603
3132	14429	8598
3133	14436	8595
3134	14441	8590
3135	14444	8585
3136	14449	8581
3137	14453	8576
3138	14458	8572
3139	14463	8567
3140	14467	8562
3141	14471	8557
3142	14476	8553
3143	14480	8548
3144	14485	8543
3145	14493	8541
3146	14497	8536
3147	14504	8533
3148	14509	8529
3149	14514	8524
3150	14518	8519
3151	14525	8516
3152	14529	8511
3153	14534	8506
3154	14538	8501
3155	14542	8497
3156	14548	8493
3157	14552	8488
3158	14557	8483
3159	14561	8479
3160	14568	8475
3161	14572	8470
3162	14577	8466
3163	14582	8461
3164	14590	8459
3165	14594	8454
3166	14599	8450
3167	14605	8446
3168	14609	8441
3169	14615	8437
3170	14621	8433
3171	14625	8428
3172	14635	8426
3173	14640	8422
3174	14645	8418
3175	14652	8414
3176	14663	8413
3177	14668	8409
3178	14680	8409
3179	14687	8406
3180	14693	8402
3181	14698	8397
3182	14703	8393
3183	14707	8388
3184	14713	8384
3185	14718	8380
3186	14726	8377
3187	14731	8373
3188	14736	8368
3189	14742	8365
3190	14747	8360
3191	14752	8356
3192	14756	8351
3193	14761	8346
3194	14766	8342
3195	14770	8337
3196	14774	8332
3197	14778	8327
3198	14784	8323
3199	14790	8319
3200	14795	8315
3201	14799	8310
3202	14804	8306
3203	14809	8301
3204	14814	8296
3205	14819	8292
3206	14824	8288
3207	14829	8283
3208	14834	8279
3209	14837	8273
3210	14844	8270
3211	14850	8266
3212	14855	8262
3213	14859	8257
3214	14864	8252
3215	14868	8248
3216	14873	8243
3217	14876	8238
3218	14881	8233
3219	14887	8229
3220	14891	8224
3221	14895	8219
3222	14899	8214
3223	14904	8210
3224	14908	8205
3225	14912	8200
3226	14916	8195
