iter	Logloss
188	0.4029112958
189	0.4028633358
190	0.4027895596
191	0.4027167329
192	0.4026205681
193	0.4025733263
194	0.4025216262
195	0.4024587011
196	0.4023978854
197	0.4023508358
198	0.4022861271
199	0.4022222823
200	0.4021810205
201	0.4021269392
202	0.4020710354
203	0.4020221998
204	0.4019584395
205	0.4018896007
206	0.4018180328
207	0.4017661002
208	0.401722078
209	0.4016145787
210	0.4015506049
211	0.4014823089
212	0.4014309526
213	0.4013738348
214	0.4012921788
215	0.4012571185
216	0.401218696
217	0.4011806151
218	0.4010914437
219	0.401032451
220	0.4009992081
221	0.400950459
222	0.4008751033
223	0.4008223106
224	0.4007883911
225	0.4007577107
226	0.4007010303
227	0.4006551278
228	0.4006034708
229	0.4005588702
230	0.4005010872
231	0.4004375
232	0.4003881542
233	0.4003374241
234	0.4002740163
235	0.4002433482
236	0.4002121228
237	0.4001396332
238	0.4000741733
239	0.4000263605
240	0.3999807888
241	0.3999098122
242	0.3998755141
243	0.3998448905
244	0.3998014599
245	0.399758814
246	0.3996868372
247	0.3996166307
248	0.3995903399
249	0.3995435385
250	0.3995086038
251	0.3994803274
252	0.3994081121
253	0.3993618055
254	0.3993181954
255	0.3992610136
256	0.3992059363
257	0.3991703533
258	0.3991410937
259	0.3991139884
260	0.3990731617
261	0.3990141042
262	0.3989542175
263	0.3989173387
264	0.3988585375
265	0.3988153971
266	0.3987726977
267	0.3987392854
268	0.3986773447
269	0.3986242388
270	0.3985851745
271	0.3985468652
272	0.3984934987
273	0.3984638139
274	0.3983826802
275	0.3983483075
276	0.3982638792
277	0.3982222878
278	0.3981939658
279	0.3981529301
280	0.3981148772
281	0.398078673
282	0.3980486105
283	0.3980087595
284	0.3979713088
285	0.397947909
286	0.3978977733
287	0.3978536887
288	0.3978268124
289	0.3977872831
290	0.3977627368
291	0.3977275494
292	0.3976570783
293	0.3976237524
294	0.3975882514
295	0.3975189103
296	0.3974868442
297	0.3974633049
298	0.3974266347
299	0.3974037783
300	0.39735651
301	0.3973324862
302	0.397300791
303	0.3972789511
304	0.3972052109
305	0.3971675746
306	0.397130792
307	0.3970968966
308	0.3970772233
309	0.3970559384
310	0.3970262602
311	0.3969828846
312	0.396935119
313	0.3969068907
314	0.3968734313
315	0.3968300177
316	0.3967967483
317	0.3967562848
318	0.396697499
319	0.3966596303
320	0.3966297832
321	0.3965594372
322	0.3965410205
323	0.3965157858
324	0.3964820064
325	0.3964588044
326	0.3964141024
327	0.396341722
328	0.3963053591
329	0.3962512456
330	0.396223562
331	0.3961895066
332	0.3961221654
333	0.3960977602
334	0.3960626243
335	0.3960409259
336	0.3959818056
337	0.3959170089
338	0.3958942079
339	0.3958737991
340	0.3958108911
341	0.3957514314
342	0.3957264271
343	0.3956451826
344	0.3956353461
345	0.39553703
346	0.3955296201
347	0.3954692453
348	0.3954186072
349	0.3953725638
350	0.3953182172
351	0.3953093761
352	0.3952477438
353	0.3951987708
354	0.3951426959
355	0.3951220521
356	0.3950801254
357	0.395052397
358	0.3950315461
359	0.3949769783
360	0.3949558155
361	0.394937507
362	0.3949147433
363	0.3948733105
364	0.3948430289
365	0.3948090481
366	0.3947887003
367	0.3947592142
368	0.3947163958
369	0.3946669077
370	0.3946582421
371	0.3946408245
372	0.3945884869
373	0.3945511739
374	0.3944947431
375	0.3944688579
376	0.3944378373
377	0.3944168504
378	0.3943941527
379	0.3943428832
380	0.3943217202
381	0.3942635558
382	0.3942394464
383	0.3942131774
384	0.3941283816
385	0.3941008311
386	0.3940806282
387	0.3940429522
388	0.3939967748
389	0.3939511457
390	0.3939040376
391	0.3938808195
392	0.3938627589
393	0.3938447147
394	0.3938235966
395	0.3937795488
396	0.3937419577
397	0.3937205536
398	0.3936799242
399	0.3936445987
400	0.3936283159
401	0.3936128892
402	0.3935900846
403	0.3935694493
404	0.393526237
405	0.3935083318
406	0.3934675772
407	0.3934331062
408	0.3934144592
409	0.3934004191
410	0.3933875058
411	0.3933695505
412	0.3933612293
413	0.3933220104
414	0.3932948314
415	0.393279981
416	0.393251079
417	0.3932257492
418	0.3931952821
419	0.3931591013
420	0.3931404543
421	0.3931209393
422	0.3931151326
423	0.3931067272
424	0.3930727997
425	0.393038113
426	0.3929993716
427	0.3929800326
428	0.392927375
429	0.392865312
430	0.3928417943
431	0.3927742102
432	0.392729
433	0.392695414
434	0.3926656504
435	0.3926398068
436	0.3925965154
437	0.392561502
438	0.3925238218
439	0.3925040479
440	0.3924842297
441	0.3924007332
442	0.3923207247
443	0.3923019526
444	0.392267239
445	0.3922353689
446	0.3922059888
447	0.3921686541
448	0.3921519199
449	0.3921329707
450	0.3921088677
451	0.3920774787
452	0.3920443733
453	0.3920231125
454	0.3919918516
455	0.3919751687
456	0.3919519272
457	0.3919383763
458	0.3919013195
459	0.3918878583
460	0.3918462621
461	0.3918135985
462	0.391775163
463	0.3917400428
464	0.3917291218
465	0.391714324
466	0.3916823364
467	0.3916698428
468	0.391650771
469	0.3916386974
470	0.3916178031
471	0.3915789418
472	0.391557796
473	0.3915302642
474	0.3915020477
475	0.3914617354
476	0.391383734
477	0.3913673465
478	0.3913227896
479	0.3913087836
480	0.3912801749
481	0.3912471053
482	0.3912081632
483	0.3911718089
484	0.391152949
485	0.3911246803
486	0.391099022
487	0.39108296
488	0.3910473313
489	0.3910393567
490	0.3910107616
491	0.3909838562
492	0.3909482163
493	0.3909078628
494	0.39087548
495	0.3908451442
496	0.3908186307
497	0.3908116973
498	0.3907867217
499	0.3907191715
500	0.3906482176
501	0.3906225133
502	0.3905928629
503	0.3905664533
504	0.3905279758
505	0.3905010605
506	0.3904811127
507	0.3904409143
508	0.3904217081
509	0.3903989123
510	0.3903811279
511	0.3903635806
512	0.3903445707
513	0.3903128148
514	0.3902856399
515	0.390261279
516	0.3902341111
517	0.390170177
518	0.3901388558
519	0.3901105241
520	0.3900882868
521	0.3900564355
522	0.390032828
523	0.3900220179
524	0.38995459
525	0.3899364023
526	0.3898987618
527	0.3898701067
528	0.3898478717
529	0.3898303516
530	0.3898130629
531	0.3897948961
532	0.3897604821
533	0.3897356603
534	0.3897219164
535	0.3896725049
536	0.3896660913
537	0.3896207996
538	0.3895839226
539	0.3895525518
540	0.3895291478
541	0.389507128
542	0.3894948132
543	0.3894731591
544	0.3894454614
545	0.389388758
546	0.3893721972
547	0.3893639205
548	0.3893392416
549	0.3893165535
550	0.389294439
551	0.3892660157
552	0.3892492891
553	0.3892120123
554	0.3891878978
555	0.3891537672
556	0.3891105242
557	0.3890899724
558	0.3890648498
559	0.3890360396
560	0.3890122294
561	0.3890082427
562	0.3889576457
563	0.3889330002
564	0.3888831652
565	0.3888548223
566	0.3888198115
567	0.3887856477
568	0.3887610762
569	0.3887377304
570	0.3887186958
571	0.3886985828
572	0.3886781193
573	0.3886546713
574	0.3886349533
575	0.3886102519
576	0.3885767131
577	0.3885699531
578	0.3885529662
579	0.3885284458
580	0.3885024097
581	0.3884704729
582	0.3884372697
583	0.3884024465
584	0.3883572229
585	0.3883365679
586	0.3883174475
587	0.3882828559
588	0.3882634121
589	0.3882531235
590	0.3882385226
591	0.3882082029
592	0.3881624747
593	0.3881014166
594	0.3880806413
595	0.3880474812
596	0.3880106638
597	0.3879938863
598	0.3879826558
599	0.3879268845
600	0.3879057981
601	0.3878822465
602	0.3878653788
603	0.3878557858
604	0.3878297886
605	0.3877985018
606	0.3877922617
607	0.3877754608
608	0.3877562392
609	0.3877259403
610	0.3877046414
611	0.3876857827
612	0.387646655
613	0.3876259229
614	0.387574963
615	0.3875569715
616	0.3875321353
617	0.3875035785
618	0.3874484063
619	0.3874156636
620	0.3874009673
621	0.3873862388
622	0.3873456915
623	0.3873257566
624	0.3872946731
625	0.3872849956
626	0.387276183
627	0.3872403947
628	0.3872040413
629	0.3871610018
630	0.3871196564
631	0.3870999606
632	0.3870961906
633	0.3870797561
634	0.3870431393
635	0.3870191458
636	0.386990406
637	0.3869709306
638	0.386954023
639	0.3869209162
640	0.3869173629
641	0.3869014521
642	0.3868868845
643	0.3868504526
644	0.3868167985
645	0.3868020109
646	0.3867556885
647	0.3867285494
648	0.3867086835
649	0.3866903349
650	0.3866545678
651	0.3866410227
652	0.3866230766
653	0.386600235
654	0.386587625
655	0.3865842016
656	0.3865524632
657	0.3865439985
658	0.3865109957
659	0.3864861118
660	0.3864700253
661	0.3864513262
662	0.3864092519
663	0.3864062186
664	0.3863897458
665	0.3863524317
666	0.3863284622
667	0.3863003401
668	0.3862675034
669	0.3862499454
670	0.3862349412
671	0.3861906172
672	0.3861825446
673	0.3861526242
674	0.3861437763
675	0.3861199034
676	0.3860992627
677	0.3860769486
678	0.3860508175
679	0.3860292619
680	0.3860059376
681	0.3859865661
682	0.3859623724
683	0.3859379207
684	0.3859156866
685	0.3858988087
686	0.3858837222
687	0.3858532787
688	0.3858213852
689	0.3858060777
690	0.3857773251
691	0.3856779902
692	0.3856659449
693	0.3856567013
694	0.3856358014
695	0.3856057653
696	0.3855755707
697	0.3855478514
698	0.3855358866
699	0.3855150826
700	0.3854972725
701	0.3854824906
702	0.3854561215
703	0.3854414687
704	0.3854061361
705	0.3853920157
706	0.3853660107
707	0.3853528854
708	0.3853351376
709	0.3853157563
710	0.3852888367
711	0.385199383
712	0.38517215
713	0.3851327673
714	0.3851021886
715	0.3850800761
716	0.3850576258
717	0.3850246886
718	0.3849893349
719	0.3849667298
720	0.3849361512
721	0.3849168198
722	0.3848365538
723	0.3848134078
724	0.3848093777
725	0.3847881009
726	0.3847623023
727	0.3847547078
728	0.3847390147
729	0.3847185154
730	0.3847024731
731	0.3846830476
732	0.3846748921
733	0.3846507555
734	0.3846363018
735	0.3846111708
736	0.3846051486
737	0.3845811174
738	0.384553478
739	0.3845162126
740	0.3844988312
741	0.3844740776
742	0.3844611579
743	0.3844511035
744	0.3844094119
745	0.3844024685
746	0.3843996519
747	0.3843738921
748	0.3843477955
749	0.3843298106
750	0.3842973627
751	0.3842945894
752	0.3842712106
753	0.3842570565
754	0.3842300349
755	0.3842291249
756	0.3842026175
757	0.3841732771
758	0.3841515853
759	0.3841318476
760	0.3841067541
761	0.3840949721
762	0.3840687417
763	0.3840482403
764	0.3840220101
765	0.3840038921
766	0.3839838595
767	0.3839138617
768	0.3838511893
769	0.3837946271
770	0.3837674829
771	0.3837393388
772	0.3837257482
773	0.3837110952
774	0.3836975712
775	0.3836469459
776	0.3836157976
777	0.3836003313
778	0.3835737455
779	0.383549583
780	0.3835324479
781	0.3835061755
782	0.383475935
783	0.383459413
784	0.3834366629
785	0.3834224432
786	0.3834010276
787	0.3833767102
788	0.3833430426
789	0.3833328977
790	0.3833027454
791	0.3832758302
792	0.383250001
793	0.3832340944
794	0.3832280178
795	0.3831844181
796	0.3831601897
797	0.3831413662
798	0.3831222946
799	0.3831058684
800	0.3830911262
801	0.3830664797
802	0.3830526179
803	0.3830373559
804	0.3829954944
805	0.3829628617
806	0.3829391967
807	0.3829265209
808	0.3829099218
809	0.3829017254
810	0.3828755641
811	0.3828492214
812	0.3828213594
813	0.3827920806
814	0.3827558537
815	0.3827496473
816	0.3827331348
817	0.3827177822
818	0.3826796427
819	0.3826687252
820	0.3826601391
821	0.382635756
822	0.38262105
823	0.3825955933
824	0.3825754396
825	0.3825439108
826	0.3825383997
827	0.3825149551
828	0.382498575
829	0.382476486
830	0.3824652191
831	0.3824354897
832	0.382413131
833	0.3823677074
834	0.3823526489
835	0.3823137891
836	0.3822865731
837	0.3822669677
838	0.3822482678
839	0.3822238201
840	0.3822005835
841	0.3821811001
842	0.3821589966
843	0.3821469446
844	0.3821314103
845	0.3821136819
846	0.3820704873
847	0.3820652788
848	0.3820409819
849	0.382021939
850	0.3819998966
851	0.3819736092
852	0.3819687484
853	0.3819380731
854	0.3819142135
855	0.3819068405
856	0.3819021532
857	0.3818820525
858	0.3818675729
859	0.3818641137
860	0.3818512819
861	0.3818331464
862	0.3818149843
863	0.3817910384
864	0.3817791231
865	0.3817695415
866	0.3817520527
867	0.3817453751
868	0.3817238776
869	0.3817067364
870	0.381692782
871	0.3816718009
872	0.3816453046
873	0.3816410083
874	0.3816195669
875	0.3816022318
876	0.3815947733
877	0.3815657039
878	0.3815381452
879	0.381514076
880	0.3814973877
881	0.3814783179
882	0.3814382432
883	0.3814128994
884	0.3813989409
885	0.381371819
886	0.3813680865
887	0.3813478832
888	0.3813438903
889	0.3813224607
890	0.3812975736
891	0.3812872599
892	0.3812784151
893	0.3812620587
894	0.381238269
895	0.3812136781
896	0.3811927915
897	0.3811708945
898	0.3811366193
899	0.3811282124
900	0.38111391
901	0.3810920247
902	0.3810729503
903	0.3810560973
904	0.381052149
905	0.3810363692
906	0.3810326376
907	0.381021975
908	0.3810099545
909	0.3809841594
910	0.3809806879
911	0.3809685052
912	0.3809496959
913	0.3809343956
914	0.3809159156
915	0.380913361
916	0.3808969351
917	0.3808921683
918	0.3808705987
919	0.380868172
920	0.3808620172
921	0.3808515306
922	0.3808262223
923	0.3808169496
924	0.3807958016
925	0.3807730693
926	0.3807529819
927	0.3807299497
928	0.3807147337
929	0.3807013538
930	0.380668172
931	0.3806534299
932	0.3806320442
933	0.3806124391
934	0.3806090111
935	0.3805951426
936	0.3805796604
937	0.3805620297
938	0.3805322871
939	0.380518763
940	0.3804887701
941	0.380461303
942	0.3804508534
943	0.3804306053
944	0.3804268836
945	0.3804201184
946	0.3803990761
947	0.3803956057
948	0.3803802832
949	0.3803722221
950	0.3803618642
951	0.3803510259
952	0.3803370182
953	0.3803199447
954	0.3803058068
955	0.3802824053
956	0.380265009
957	0.380253019
958	0.3802479009
959	0.3802251764
960	0.380207579
961	0.3801897241
962	0.3801737376
963	0.3801511113
964	0.380147772
965	0.380126065
966	0.3801008898
967	0.3800817758
968	0.3800706775
969	0.3800520429
970	0.3800351233
971	0.3800208335
972	0.3799955776
973	0.379981707
974	0.3799610335
975	0.3799343463
976	0.3799314403
977	0.3799211221
978	0.3799051744
979	0.3798885086
980	0.3798740095
981	0.3798514706
982	0.3798265143
983	0.3798089656
984	0.3797875142
985	0.3797620035
986	0.3797461473
987	0.3797189341
988	0.3797107899
989	0.3796881406
990	0.379677742
991	0.3796535941
992	0.3796246797
993	0.3796116744
994	0.3795967673
995	0.3795840259
996	0.3795784325
997	0.3795132054
998	0.3794859451
999	0.379479439
1000	0.3794610246
1001	0.3794466355
1002	0.3794298191
1003	0.3794068141
1004	0.3793950965
1005	0.3793856499
1006	0.3793720788
1007	0.3793665731
1008	0.3793504926
1009	0.3793182513
1010	0.3793041074
1011	0.3792862466
1012	0.3792634312
1013	0.3792598333
1014	0.3792305954
1015	0.379197698
1016	0.3791920634
1017	0.3791766193
1018	0.3791567468
1019	0.37914262
1020	0.3791288847
1021	0.3791157868
1022	0.3791013958
1023	0.3790986191
1024	0.3790752189
1025	0.379060005
1026	0.3790423581
1027	0.3790281906
1028	0.3790145357
1029	0.3790116337
1030	0.3789880665
1031	0.3789738062
1032	0.3789632759
1033	0.3789530928
1034	0.3789367903
1035	0.3789085282
1036	0.37889873
1037	0.3788713394
1038	0.3788488121
1039	0.3788281592
1040	0.3788067666
1041	0.3787862648
1042	0.3787696436
1043	0.3787604617
1044	0.3787447927
1045	0.3787317951
1046	0.3787211747
1047	0.3787086921
1048	0.3786855287
1049	0.3786634984
1050	0.3786504522
1051	0.3786394902
1052	0.3786218462
1053	0.3786001829
1054	0.378591338
1055	0.3785886514
1056	0.3785734797
1057	0.3785710097
1058	0.3785577023
1059	0.3785397409
1060	0.3785208197
1061	0.3785040953
1062	0.3784842089
1063	0.3784691252
1064	0.3784608447
1065	0.3784363117
1066	0.3784225281
1067	0.3783982072
1068	0.3783841201
1069	0.3783621387
1070	0.3783508363
1071	0.378340512
1072	0.3783251681
1073	0.3783153401
1074	0.3782955043
1075	0.3782927284
1076	0.3782753002
1077	0.3782726976
1078	0.378262559
1079	0.378253112
1080	0.3782398214
1081	0.3782389123
1082	0.3781858612
1083	0.3781646315
1084	0.3781449333
1085	0.3781269207
1086	0.3781091314
1087	0.3781082636
1088	0.3780948673
1089	0.3780922657
1090	0.378083771
1091	0.3780707589
1092	0.3780418986
1093	0.3780151838
1094	0.3779804276
1095	0.3779710221
1096	0.3779525977
1097	0.3779350016
1098	0.377919434
1099	0.3779056958
1100	0.3779030957
1101	0.3778900446
1102	0.377866421
1103	0.3778609545
1104	0.377839726
1105	0.3778183132
1106	0.3777949784
1107	0.3777726681
1108	0.3777533338
1109	0.3776930117
1110	0.3776813907
1111	0.3776800919
1112	0.3776673047
1113	0.3776143069
1114	0.3775928074
1115	0.3775904674
1116	0.3775833127
1117	0.3775679821
1118	0.3775555035
1119	0.3775384276
1120	0.3775276105
1121	0.3775147798
1122	0.3775118319
1123	0.3775096629
1124	0.3774807112
1125	0.3774662526
1126	0.3774532665
1127	0.3774338819
1128	0.377420107
1129	0.377398435
1130	0.3773971773
1131	0.377388901
1132	0.3773569718
1133	0.377343971
1134	0.3773277305
1135	0.3773136027
1136	0.3772993976
1137	0.3772815379
1138	0.3772696165
1139	0.3772513504
1140	0.3772493113
1141	0.3772354357
1142	0.3772120168
1143	0.3771805195
1144	0.3771669943
1145	0.3771662999
1146	0.3771542494
1147	0.3771273718
1148	0.3771117693
1149	0.3770995632
1150	0.3770839919
1151	0.3770745454
1152	0.3770637297
1153	0.3770452003
1154	0.3770264903
1155	0.3770115847
1156	0.3769878617
1157	0.3769728663
1158	0.376957045
1159	0.3769549615
1160	0.3769424801
1161	0.3769292187
1162	0.3769175757
1163	0.3769055727
1164	0.3768844271
1165	0.3768718629
1166	0.376854071
1167	0.3768331688
1168	0.3768232901
1169	0.3768151334
1170	0.3768102344
1171	0.376767369
1172	0.3767649867
1173	0.3767637733
1174	0.3767476727
1175	0.3767220195
1176	0.3767073677
1177	0.3766874717
1178	0.3766799936
1179	0.3766637595
1180	0.3766533323
1181	0.3766514246
1182	0.3766222162
1183	0.3766130311
1184	0.376595309
1185	0.376586465
1186	0.3765778866
1187	0.3765611968
1188	0.3765498126
1189	0.3765379428
1190	0.3765297962
1191	0.3765052075
1192	0.3764822841
1193	0.376467282
1194	0.3764594807
1195	0.3764584396
1196	0.3764379096
1197	0.3764169846
1198	0.3764161613
1199	0.3764019781
1200	0.3763943118
1201	0.3763802123
1202	0.376369915
1203	0.3763568185
1204	0.3763403013
1205	0.3763274207
1206	0.3763072347
1207	0.3762827899
1208	0.3762546202
1209	0.3762287186
1210	0.3762086986
1211	0.3761977078
1212	0.3761836641
1213	0.3761639303
1214	0.3761463046
1215	0.3761291163
1216	0.3760997944
1217	0.3760897385
1218	0.376078426
1219	0.3760705789
1220	0.3760536343
1221	0.3760366237
1222	0.3760273504
1223	0.3759939115
1224	0.3759802587
1225	0.3759589621
1226	0.3759571407
1227	0.3759453127
1228	0.3759361665
1229	0.3759176786
1230	0.3758972608
1231	0.3758871172
1232	0.3758689351
1233	0.3758595867
1234	0.3758470932
1235	0.3758282281
1236	0.3758110221
1237	0.3757902244
1238	0.3757774036
1239	0.3757493742
1240	0.3757396566
1241	0.3757309021
1242	0.3757045253
1243	0.3757014907
1244	0.3756866287
1245	0.3756713737
1246	0.3756584184
1247	0.3756576817
1248	0.375656642
1249	0.3756550372
1250	0.3756513614
1251	0.3756380161
1252	0.3756278006
1253	0.3756083513
1254	0.3755939175
1255	0.3755830037
1256	0.3755524685
1257	0.375545014
1258	0.3755238758
1259	0.3755108306
1260	0.3754968726
1261	0.375477942
1262	0.3754616152
1263	0.3754373802
1264	0.3754230203
1265	0.37539872
1266	0.3753959477
1267	0.3753808248
1268	0.3753533343
1269	0.3753446378
1270	0.3753415588
1271	0.375330615
1272	0.3752843262
1273	0.3752736685
1274	0.3752551628
1275	0.3752460268
1276	0.3752224522
1277	0.375208035
1278	0.3752017046
1279	0.3751884513
1280	0.3751769617
1281	0.3751685945
1282	0.3751535677
1283	0.3751405371
1284	0.3751378082
1285	0.3751215556
1286	0.3751138818
1287	0.3750908611
1288	0.3750808179
1289	0.3750699887
1290	0.3750539693
1291	0.3750372775
1292	0.3750321186
1293	0.3750163376
1294	0.3750005719
1295	0.3749821184
1296	0.3749694984
1297	0.374948795
1298	0.3749319098
1299	0.37492125
1300	0.3749091598
1301	0.3748914405
1302	0.3748613707
1303	0.3748486206
1304	0.3748385263
1305	0.3748248199
1306	0.3748154986
1307	0.3747996756
1308	0.3747980274
1309	0.3747742783
1310	0.3747523303
1311	0.3747412826
1312	0.3747317062
1313	0.3747142924
1314	0.374712299
1315	0.3747000268
1316	0.3746841274
1317	0.3746723029
1318	0.3746626857
1319	0.3746474084
1320	0.3746453284
1321	0.3746187179
1322	0.3746046753
1323	0.3745838502
1324	0.3745636788
1325	0.3745383722
1326	0.3745258894
1327	0.374511258
1328	0.3745030231
1329	0.374479957
1330	0.3744638294
1331	0.3744599342
1332	0.3744527436
1333	0.374440862
1334	0.3744316456
1335	0.3744159785
1336	0.3744144163
1337	0.3744057646
1338	0.3743865169
1339	0.3743600811
1340	0.3743449243
1341	0.3743381198
1342	0.3743301017
1343	0.3743186473
1344	0.374307205
1345	0.3742891524
1346	0.3742681334
1347	0.3742436564
1348	0.3742317273
1349	0.3742188485
1350	0.3742084509
1351	0.3742066743
1352	0.3742064998
1353	0.3741988012
1354	0.3741959522
1355	0.3741780966
1356	0.3741693518
1357	0.374149676
1358	0.374136832
1359	0.3741175409
1360	0.3740986552
1361	0.3740969218
1362	0.3740775532
1363	0.3740565745
1364	0.3740444795
1365	0.3740240444
1366	0.3740086598
1367	0.3739924084
1368	0.3739751045
1369	0.373968134
1370	0.3739628427
1371	0.373947068
1372	0.3739211386
1373	0.3739108304
1374	0.3739017429
1375	0.3738987949
1376	0.3738940235
1377	0.3738601441
1378	0.3738534769
1379	0.3738307367
1380	0.3738114629
1381	0.3737960935
1382	0.3737754174
1383	0.3737724221
1384	0.3737593216
1385	0.3737588906
1386	0.3737444444
1387	0.3737312973
1388	0.3737167077
1389	0.3736929153
1390	0.3736919619
1391	0.3736904452
1392	0.3736800067
1393	0.3736717735
1394	0.3736630076
1395	0.3736444151
1396	0.3736350997
1397	0.3736262583
1398	0.3736127109
1399	0.3736005804
1400	0.3735884469
1401	0.3735712014
1402	0.3735697267
1403	0.3735621732
1404	0.3735522905
1405	0.3735354735
1406	0.3735140655
1407	0.373496732
1408	0.3734826236
1409	0.3734585636
1410	0.3734464187
1411	0.3734368893
1412	0.3733998568
1413	0.3733972009
1414	0.3733880997
1415	0.3733665099
1416	0.3733561987
1417	0.3733441424
1418	0.3733228504
1419	0.3733211605
1420	0.3733072603
1421	0.3732911633
1422	0.3732753074
1423	0.3732616998
1424	0.3732521277
1425	0.373219084
1426	0.3732101086
1427	0.3731923458
1428	0.3731792987
1429	0.3731615243
1430	0.3731593131
1431	0.3731529048
1432	0.3731345804
1433	0.3731297233
1434	0.3731158617
1435	0.373099766
1436	0.3730901014
1437	0.3730826916
1438	0.3730664894
1439	0.3730452902
1440	0.3730226604
1441	0.3730097429
1442	0.3729980947
1443	0.3729962785
1444	0.3729742775
1445	0.372972803
1446	0.3729621636
1447	0.372950707
1448	0.3729493201
1449	0.3729379641
1450	0.3729297469
1451	0.3728916937
1452	0.3728828219
1453	0.3728716793
1454	0.3728511785
1455	0.3728433738
1456	0.3728243413
1457	0.3728062446
1458	0.3728048144
1459	0.3727915979
1460	0.372773752
1461	0.3727485304
1462	0.3727396025
1463	0.3727322028
1464	0.3727126114
1465	0.3727002627
1466	0.372671055
1467	0.372658608
1468	0.3726439709
1469	0.3726317915
1470	0.3726235236
1471	0.3725929377
1472	0.3725854742
1473	0.3725713489
1474	0.3725624683
1475	0.3725416171
1476	0.3725263179
1477	0.3725043373
1478	0.3724951531
1479	0.372473537
1480	0.3724412613
1481	0.3724271663
1482	0.3724079177
1483	0.3723863316
1484	0.3723657865
1485	0.3723537138
1486	0.3723395794
1487	0.3722758832
1488	0.3722617258
1489	0.3722557927
1490	0.3722243341
1491	0.3722098549
1492	0.3721981083
1493	0.3721965493
1494	0.3721744156
1495	0.3721629769
1496	0.3721440175
1497	0.3721345671
1498	0.3721203525
1499	0.3720927478
1500	0.3720706489
1501	0.3720584152
1502	0.3720513925
1503	0.372042701
1504	0.3720231502
1505	0.3720220666
1506	0.3720027745
1507	0.3719856242
1508	0.3719697689
1509	0.3719525022
1510	0.3719419277
1511	0.3719131982
1512	0.3718907029
